recall_id,organization,product_name,issue,category,updated_at,data_received_at
61440,Health Canada,,Medical devices,Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61441,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61442,Health Canada,,Medical devices,Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61475,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-10,2023-11-14 03:12:49.171373
61443,Health Canada,,Medical devices,Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61444,Health Canada,,Medical devices,Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61445,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-07-10,2023-11-14 03:12:49.171373
61447,Health Canada,,,Health product - Natural health products,2020-07-10,2023-11-14 03:12:49.171373
66255,Transport Canada,SUV recalled by PORSCHE,Powertrain,Vehicles - SUV,2020-07-10,2023-11-14 03:12:49.171373
66163,Transport Canada,Tire recalled by BRIDGESTONE-FIRESTONE,Tires,Vehicles - Tire,2020-07-10,2023-11-14 03:12:49.171373
66180,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Vehicles - Light Truck & Van,2020-07-10,2023-11-14 03:12:49.171373
66276,Transport Canada,Truck - Med. & H.D. recalled by HINO,Electrical,Vehicles - Truck - Med. & H.D.,2020-07-09,2023-11-14 03:12:49.171373
61432,Health Canada,,,Consumer product - Household items,2020-07-09,2023-11-14 03:12:49.171373
61426,Health Canada,,,Consumer product - Household items,2020-07-09,2023-11-14 03:12:49.171373
61452,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-09,2023-11-14 03:12:49.171373
61473,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-09,2023-11-14 03:12:49.171373
61476,Health Canada,,Product safety,Health product - Drugs,2020-07-09,2023-11-14 03:12:49.171373
61673,Canadian Food Inspection Agency,,Milk,Food,2020-07-08,2023-11-14 03:12:49.171373
61672,Canadian Food Inspection Agency,,Sulphites,Food,2020-07-07,2023-11-14 03:12:49.171373
61450,Health Canada,,COVID,Health product - Natural health products,2020-07-07,2023-11-14 03:12:49.171373
61448,Health Canada,,COVID,Health product - Natural health products,2020-07-07,2023-11-14 03:12:49.171373
61670,Canadian Food Inspection Agency,,Milk,Food,2020-07-07,2023-11-14 03:12:49.171373
68650,Transport Canada,RV Trailer recalled by FOREST RIVER,Structure,Vehicles - RV Trailer,2020-07-07,2023-11-14 03:12:49.171373
66182,Transport Canada,SUV recalled by FORD,Seats And Restraints,Vehicles - SUV,2020-07-06,2023-11-14 03:12:49.171373
68152,Transport Canada,Car recalled by MAZDA,Brakes,Vehicles - Car,2020-07-06,2023-11-14 03:12:49.171373
66169,Transport Canada,Motorhome recalled by JAYCO,Brakes,Vehicles - Motorhome,2020-07-06,2023-11-14 03:12:49.171373
61671,Canadian Food Inspection Agency,,Sulphites,Food,2020-07-06,2023-11-14 03:12:49.171373
61449,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-06,2023-11-14 03:12:49.171373
61434,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-06,2023-11-14 03:12:49.171373
61430,Health Canada,,,Health product - Drugs,2020-07-04,2023-11-14 03:12:49.171373
61424,Health Canada,,Medical devices,Health product - Medical device,2020-07-03,2023-11-14 03:12:49.171373
61463,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-07-03,2023-11-14 03:12:49.171373
61431,Health Canada,,Product safety,Health product - Drugs,2020-07-03,2023-11-14 03:12:49.171373
61669,Canadian Food Inspection Agency,,Milk,Food,2020-07-03,2023-11-14 03:12:49.171373
61423,Health Canada,,Medical devices,Health product - Medical device,2020-07-03,2023-11-14 03:12:49.171373
61422,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-07-03,2023-11-14 03:12:49.171373
61421,Health Canada,,Medical devices,Health product - Medical device,2020-07-03,2023-11-14 03:12:49.171373
61420,Health Canada,,Medical devices,Health product - Medical device,2020-07-03,2023-11-14 03:12:49.171373
66313,Transport Canada,Car recalled by TOYOTA,Electrical,Vehicles - Car,2020-07-03,2023-11-14 03:12:49.171373
66300,Transport Canada,Car recalled by SUBARU,Fuel Supply,"Vehicles - Car, Vehicles - SUV",2020-07-02,2023-11-14 03:12:49.171373
66177,Transport Canada,Equipment recalled by VERMEER,Wheels,Vehicles - Equipment,2020-07-02,2023-11-14 03:12:49.171373
61427,Health Canada,,COVID,Health product - Natural health products,2020-07-02,2023-11-14 03:12:49.171373
61419,Health Canada,,,Health product - Drugs,2020-07-02,2023-11-14 03:12:49.171373
61429,Health Canada,,COVID,Health product - Natural health products,2020-07-01,2023-11-14 03:12:49.171373
61668,Canadian Food Inspection Agency,,Milk,Food,2020-06-30,2023-11-14 03:12:49.171373
61437,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-30,2023-11-14 03:12:49.171373
61436,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-30,2023-11-14 03:12:49.171373
61428,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-30,2023-11-14 03:12:49.171373
61453,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-30,2023-11-14 03:12:49.171373
66259,Transport Canada,Car recalled by VOLKSWAGEN,Powertrain,"Vehicles - Car, Vehicles - SUV",2020-06-30,2023-11-14 03:12:49.171373
66196,Transport Canada,Car recalled by VOLKSWAGEN,Brakes,Vehicles - Car,2020-06-29,2023-11-14 03:12:49.171373
61348,Health Canada,,Medical devices,Health product - Medical device,2020-06-29,2023-11-14 03:12:49.171373
61454,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-29,2023-11-14 03:12:49.171373
61416,Health Canada,,COVID,Health product - Natural health products,2020-06-29,2023-11-14 03:12:49.171373
61667,Canadian Food Inspection Agency,,Cyclospora,Food,2020-06-29,2023-11-14 03:12:49.171373
61665,Canadian Food Inspection Agency,,Cyclospora,Food,2020-06-28,2023-11-14 03:12:49.171373
61414,Health Canada,,Product safety,"Health product - Drugs, Health product - Biologic or vaccine",2020-06-27,2023-11-14 03:12:49.171373
61405,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61406,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61407,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61408,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61409,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61410,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61411,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61412,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
61404,Health Canada,,Medical devices,Health product - Medical device,2020-06-26,2023-11-14 03:12:49.171373
66214,Transport Canada,RV Trailer recalled by JAYCO,Structure,Vehicles - RV Trailer,2020-06-26,2023-11-14 03:12:49.171373
66194,Transport Canada,Motorhome recalled by FOREST RIVER,Accessories,Vehicles - Motorhome,2020-06-26,2023-11-14 03:12:49.171373
66201,Transport Canada,Motorhome recalled by FOREST RIVER,Label,Vehicles - Motorhome,2020-06-26,2023-11-14 03:12:49.171373
66297,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Accessories,Vehicles - Light Truck & Van,2020-06-26,2023-11-14 03:12:49.171373
66181,Transport Canada,Car recalled by GENERAL MOTORS,Steering,Vehicles - Car,2020-06-26,2023-11-14 03:12:49.171373
66319,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Electrical,Vehicles - Truck - Med. & H.D.,2020-06-25,2023-11-14 03:12:49.171373
66857,Transport Canada,SUV recalled by BMW,Label,Vehicles - SUV,2020-06-25,2023-11-14 03:12:49.171373
61615,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-25,2023-11-14 03:12:49.171373
61418,Health Canada,,COVID,Health product - Natural health products,2020-06-25,2023-11-14 03:12:49.171373
61417,Health Canada,,COVID,Health product - Natural health products,2020-06-25,2023-11-14 03:12:49.171373
61400,Health Canada,,Chemical hazard,Consumer product - Chemicals,2020-06-24,2023-11-14 03:12:49.171373
61399,Health Canada,,Product safety,Health product - Drugs,2020-06-24,2023-11-14 03:12:49.171373
66298,Transport Canada,School Bus recalled by NAVISTAR,Fuel Supply,Vehicles - School Bus,2020-06-24,2023-11-14 03:12:49.171373
66231,Transport Canada,Car recalled by HONDA,Fuel Supply,"Vehicles - Car, Vehicles - SUV",2020-06-24,2023-11-14 03:12:49.171373
68716,Transport Canada,Motorhome recalled by FOREST RIVER,Lights And Instruments,Vehicles - Motorhome,2020-06-23,2023-11-14 03:12:49.171373
61275,Health Canada,,"Product safety, COVID, Medical devices",Health product - Medical device,2020-06-23,2023-11-14 03:12:49.171373
61393,Health Canada,,,Consumer product - Beauty and personal care,2020-06-23,2023-11-14 03:12:49.171373
61389,Health Canada,,Product safety,Consumer product - Other,2020-06-22,2023-11-14 03:12:49.171373
61395,Health Canada,,,Consumer product - Toys and games,2020-06-22,2023-11-14 03:12:49.171373
61386,Health Canada,,COVID,Food,2020-06-22,2023-11-14 03:12:49.171373
61388,Health Canada,,Product safety,Health product - Drugs,2020-06-22,2023-11-14 03:12:49.171373
61666,Canadian Food Inspection Agency,,,Food - Other,2020-06-22,2023-11-14 03:12:49.171373
61377,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61378,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61380,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61376,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61375,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61374,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61383,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61384,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61373,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61372,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61385,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61371,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61370,Health Canada,,Medical devices,Health product - Medical device,2020-06-19,2023-11-14 03:12:49.171373
61394,Health Canada,,Chemical hazard,Consumer product - Chemicals,2020-06-19,2023-11-14 03:12:49.171373
61664,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2020-06-19,2023-11-14 03:12:49.171373
61413,Health Canada,,COVID,Health product - Natural health products,2020-06-19,2023-11-14 03:12:49.171373
61402,Health Canada,,COVID,Health product - Natural health products,2020-06-19,2023-11-14 03:12:49.171373
61397,Health Canada,,COVID,Health product - Natural health products,2020-06-18,2023-11-14 03:12:49.171373
61398,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-18,2023-11-14 03:12:49.171373
61335,Health Canada,,,Consumer product - Tools and accessories,2020-06-17,2023-11-14 03:12:49.171373
61403,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-17,2023-11-14 03:12:49.171373
61379,Health Canada,,Medical devices,Health product - Medical device,2020-06-16,2023-11-14 03:12:49.171373
61366,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2020-06-16,2023-11-14 03:12:49.171373
61382,Health Canada,,Medical devices,Health product - Medical device,2020-06-16,2023-11-14 03:12:49.171373
61392,Health Canada,,COVID,Health product - Natural health products,2020-06-16,2023-11-14 03:12:49.171373
61391,Health Canada,,COVID,Health product - Natural health products,2020-06-16,2023-11-14 03:12:49.171373
66215,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Powertrain,Vehicles - Light Truck & Van,2020-06-16,2023-11-14 03:12:49.171373
66216,Transport Canada,Car recalled by MERCEDES-BENZ,Suspension,Vehicles - Car,2020-06-16,2023-11-14 03:12:49.171373
66207,Transport Canada,Car recalled by MAZDA,Brakes,Vehicles - Car,2020-06-16,2023-11-14 03:12:49.171373
61663,Canadian Food Inspection Agency,,Listeria,Food,2020-06-15,2023-11-14 03:12:49.171373
63141,Health Canada,,,Health product - Drugs,2020-06-13,2023-11-14 03:12:49.171373
61355,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61358,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61357,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61354,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61353,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61349,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61352,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61333,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2020-06-12,2023-11-14 03:12:49.171373
61346,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61347,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61351,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61356,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61350,Health Canada,,Medical devices,Health product - Medical device,2020-06-12,2023-11-14 03:12:49.171373
61390,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-12,2023-11-14 03:12:49.171373
61367,Health Canada,,,Consumer product - Other,2020-06-12,2023-11-14 03:12:49.171373
61368,Health Canada,,Product safety,Health product - Drugs,2020-06-12,2023-11-14 03:12:49.171373
61369,Health Canada,,COVID,Health product - Natural health products,2020-06-12,2023-11-14 03:12:49.171373
61662,Canadian Food Inspection Agency,,,Food,2020-06-11,2023-11-14 03:12:49.171373
61344,Health Canada,,COVID,"Health product - Drugs, Health product - Natural health products",2020-06-10,2023-11-14 03:12:49.171373
61364,Health Canada,,COVID,Health product - Natural health products,2020-06-10,2023-11-14 03:12:49.171373
61381,Health Canada,,COVID,Health product - Natural health products,2020-06-10,2023-11-14 03:12:49.171373
61245,Health Canada,,"COVID, Product safety",Health product - Medical device,2020-06-09,2023-11-14 03:12:49.171373
61363,Health Canada,,Product safety,Health product - Drugs,2020-06-09,2023-11-14 03:12:49.171373
61362,Health Canada,,COVID,Health product - Natural health products,2020-06-08,2023-11-14 03:12:49.171373
61909,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-08,2023-11-14 03:12:49.171373
61365,Health Canada,,COVID,Health product - Natural health products,2020-06-08,2023-11-14 03:12:49.171373
61323,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61331,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61361,Health Canada,,Product safety,Health product - Drugs,2020-06-05,2023-11-14 03:12:49.171373
61330,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61329,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61328,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61327,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61326,Health Canada,,,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61325,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61324,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61322,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61321,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61314,Health Canada,,,Consumer product - Tools and accessories,2020-06-05,2023-11-14 03:12:49.171373
61320,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61319,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61316,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61318,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61317,Health Canada,,Medical devices,Health product - Medical device,2020-06-05,2023-11-14 03:12:49.171373
61332,Health Canada,,,Consumer product - Chemicals,2020-06-05,2023-11-14 03:12:49.171373
61359,Health Canada,,COVID,Health product - Natural health products,2020-06-05,2023-11-14 03:12:49.171373
66221,Transport Canada,Motorhome recalled by JAYCO,Label,Vehicles - Motorhome,2020-06-05,2023-11-14 03:12:49.171373
66299,Transport Canada,Bus recalled by NAVISTAR,Fuel Supply,"Vehicles - Bus, Vehicles - Truck - Med. & H.D.",2020-06-04,2023-11-14 03:12:49.171373
66334,Transport Canada,Bus recalled by REV RECREATION GROUP,Seats And Restraints,Vehicles - Bus,2020-06-04,2023-11-14 03:12:49.171373
66624,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,Vehicles - School Bus,2020-06-04,2023-11-14 03:12:49.171373
61343,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-04,2023-11-14 03:12:49.171373
61341,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-04,2023-11-14 03:12:49.171373
61342,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-04,2023-11-14 03:12:49.171373
61360,Health Canada,,COVID,Health product - Natural health products,2020-06-03,2023-11-14 03:12:49.171373
66226,Transport Canada,SUV recalled by BENTLEY,Fuel Supply,Vehicles - SUV,2020-06-03,2023-11-14 03:12:49.171373
66236,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Vehicles - Light Truck & Van,2020-06-02,2023-11-14 03:12:49.171373
61315,Health Canada,,Medical devices,Health product - Medical device,2020-06-02,2023-11-14 03:12:49.171373
61339,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-02,2023-11-14 03:12:49.171373
61340,Health Canada,,Product safety,Health product - Drugs,2020-06-02,2023-11-14 03:12:49.171373
61313,Health Canada,,COVID,Health product - Drugs,2020-06-01,2023-11-14 03:12:49.171373
61338,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-01,2023-11-14 03:12:49.171373
61337,Health Canada,,"Product safety, COVID",Health product - Natural health products,2020-06-01,2023-11-14 03:12:49.171373
61336,Health Canada,,Product safety,Health product - Drugs,2020-06-01,2023-11-14 03:12:49.171373
61302,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61304,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61305,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61306,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61307,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61308,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61309,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61310,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61301,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61300,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61299,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61298,Health Canada,,Medical devices,Health product - Medical device,2020-05-29,2023-11-14 03:12:49.171373
61311,Health Canada,,COVID,Health product - Natural health products,2020-05-27,2023-11-14 03:12:49.171373
61660,Canadian Food Inspection Agency,,Milk,Food,2020-05-27,2023-11-14 03:12:49.171373
61293,Health Canada,,,Consumer product - Chemicals,2020-05-27,2023-11-14 03:12:49.171373
61303,Health Canada,,"COVID, Product safety",Health product - Natural health products,2020-05-27,2023-11-14 03:12:49.171373
66290,Transport Canada,SUV recalled by MERCEDES-BENZ,Electrical,Vehicles - SUV,2020-05-27,2023-11-14 03:12:49.171373
66239,Transport Canada,Motorhome recalled by FOREST RIVER,Powertrain,Vehicles - Motorhome,2020-05-26,2023-11-14 03:12:49.171373
66261,Transport Canada,Heavy Trailer recalled by GREAT DANE,Wheels,Vehicles - Heavy Trailer,2020-05-26,2023-11-14 03:12:49.171373
61659,Canadian Food Inspection Agency,,,Food,2020-05-26,2023-11-14 03:12:49.171373
61294,Health Canada,,Chemical hazard,Consumer product - Chemicals,2020-05-25,2023-11-14 03:12:49.171373
61291,Health Canada,,Product safety,Health product - Drugs,2020-05-25,2023-11-14 03:12:49.171373
61297,Health Canada,,Product safety,Health product - Drugs,2020-05-25,2023-11-14 03:12:49.171373
61295,Health Canada,,Product safety,Health product - Drugs,2020-05-25,2023-11-14 03:12:49.171373
66248,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Vehicles - Truck - Med. & H.D.,2020-05-25,2023-11-14 03:12:49.171373
66251,Transport Canada,SUV recalled by MITSUBISHI,Seats And Restraints,Vehicles - SUV,2020-05-25,2023-11-14 03:12:49.171373
61658,Health Canada,,,Food,2020-05-24,2023-11-14 03:12:49.171373
61661,Canadian Food Inspection Agency,,,Food,2020-05-23,2023-11-14 03:12:49.171373
61281,Health Canada,,Medical devices,Health product - Medical device,2020-05-23,2023-11-14 03:12:49.171373
61280,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61292,Health Canada,,,Consumer product - Clothing and accessories,2020-05-22,2023-11-14 03:12:49.171373
61282,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61279,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61283,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61284,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61285,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61286,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61288,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61289,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61287,Health Canada,,Medical devices,Health product - Medical device,2020-05-22,2023-11-14 03:12:49.171373
61312,Health Canada,,Product safety,Health product - Drugs,2020-05-22,2023-11-14 03:12:49.171373
66279,Transport Canada,Car recalled by BMW,Airbag,Vehicles - Car,2020-05-22,2023-11-14 03:12:49.171373
66330,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - SUV,2020-05-22,2023-11-14 03:12:49.171373
66438,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - Light Truck & Van,2020-05-22,2023-11-14 03:12:49.171373
66302,Transport Canada,RV Trailer recalled by KEYSTONE,Label,Vehicles - RV Trailer,2020-05-22,2023-11-14 03:12:49.171373
66254,Transport Canada,Bus recalled by LION BUS,Seats And Restraints,"Vehicles - Bus, Vehicles - School Bus",2020-05-21,2023-11-14 03:12:49.171373
66345,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Brakes,Vehicles - Motorhome,2020-05-21,2023-11-14 03:12:49.171373
61246,Health Canada,,,Consumer product - Household items,2020-05-21,2023-11-14 03:12:49.171373
61277,Health Canada,,,Consumer product - Sports and fitness,2020-05-21,2023-11-14 03:12:49.171373
61296,Health Canada,,Product safety,Health product - Drugs,2020-05-20,2023-11-14 03:12:49.171373
66320,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Brakes,Vehicles - Truck - Med. & H.D.,2020-05-20,2023-11-14 03:12:49.171373
66263,Transport Canada,Car recalled by FORD,Powertrain,"Vehicles - Car, Vehicles - SUV",2020-05-20,2023-11-14 03:12:49.171373
66258,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,Vehicles - Car,2020-05-20,2023-11-14 03:12:49.171373
66351,Transport Canada,SUV recalled by TOYOTA,Powertrain,Vehicles - SUV,2020-05-20,2023-11-14 03:12:49.171373
61248,Health Canada,,Product safety,Health product - Drugs,2020-05-19,2023-11-14 03:12:49.171373
61274,Health Canada,,,Consumer product - Chemicals,2020-05-19,2023-11-14 03:12:49.171373
61278,Health Canada,,Product safety,Health product - Drugs,2020-05-19,2023-11-14 03:12:49.171373
61276,Health Canada,,Product safety,Health product - Drugs,2020-05-16,2023-11-14 03:12:49.171373
61262,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61249,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61250,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61251,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61252,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61253,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61254,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61255,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61256,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61257,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61258,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61259,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61261,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61263,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61264,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61265,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61266,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61267,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61268,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61269,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61270,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61271,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61272,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
61273,Health Canada,,Medical devices,Health product - Medical device,2020-05-15,2023-11-14 03:12:49.171373
67175,Transport Canada,SUV recalled by PORSCHE,Accessories,Vehicles - SUV,2020-05-15,2023-11-14 03:12:49.171373
